"SchoolYear","OrganizationLevel","County","DistrictCode","DistrictName","StudentGroupType","StudentGroup","Subject","MedianSGP","StudentCount","NumberLowGrowth","NumberTypicalGrowth","NumberHighGrowth","PercentLowGrowth","PercentTypicalGrowth","PercentHighGrowth","PhysicalAddress","Median_Household_Income"
"2015","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","English Language Arts",40,210,92,60,58,0.438,0.286,0.276,"98595",53750
"2015","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","Math",47,215,69,79,67,0.321,0.367,0.312,"98595",53750
"2019","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","English Language Arts",53,89,26,36,27,0.292,0.404,0.303,"99159",53242
"2019","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","Math",50.5,90,27,35,28,0.3,0.389,0.311,"99159",53242
"2018","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","English Language Arts",32.5,94,47,21,26,0.5,0.223,0.277,"99159",53242
"2018","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","Math",47.5,94,33,35,26,0.351,0.372,0.277,"99159",53242
"2017","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","English Language Arts",53,93,26,32,35,0.28,0.344,0.376,"99159",53242
"2017","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","Math",43,93,38,35,20,0.409,0.376,0.215,"99159",53242
"2016","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","English Language Arts",49,93,28,37,28,0.301,0.398,0.301,"99159",53242
"2016","District","Lincoln",22105,"Odessa School District","AllStudents","All Students","Math",44.5,92,31,37,24,0.337,0.402,0.261,"99159",53242
"2019","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","English Language Arts",48.5,406,121,164,121,0.298,0.404,0.298,"98840",50788
"2019","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","Math",51,406,112,170,124,0.276,0.419,0.305,"98840",50788
"2018","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","English Language Arts",47,400,146,144,110,0.365,0.36,0.275,"98840",50788
"2018","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","Math",55,400,96,162,142,0.24,0.405,0.355,"98840",50788
"2017","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","English Language Arts",53,415,117,150,148,0.282,0.361,0.357,"98840",50788
"2017","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","Math",55,414,103,164,147,0.249,0.396,0.355,"98840",50788
"2016","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","English Language Arts",49,389,122,137,130,0.314,0.352,0.334,"98840",50788
"2016","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","Math",52,394,107,149,138,0.272,0.378,0.35,"98840",50788
"2015","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","English Language Arts",41,351,143,124,84,0.407,0.353,0.239,"98840",50788
"2015","District","Okanogan",24105,"Okanogan School District","AllStudents","All Students","Math",50,353,105,139,109,0.297,0.394,0.309,"98840",50788
"2019","District","Thurston",34111,"Olympia School District","AllStudents","All Students","English Language Arts",56,3144,863,1043,1238,0.274,0.332,0.394,"98506",76835
"2019","District","Thurston",34111,"Olympia School District","AllStudents","All Students","Math",55,3133,873,1059,1201,0.279,0.338,0.383,"98506",76835
"2018","District","Thurston",34111,"Olympia School District","AllStudents","All Students","English Language Arts",56,3122,845,1059,1218,0.271,0.339,0.39,"98506",76835
"2018","District","Thurston",34111,"Olympia School District","AllStudents","All Students","Math",56.5,3110,834,1044,1232,0.268,0.336,0.396,"98506",76835
"2017","District","Thurston",34111,"Olympia School District","AllStudents","All Students","English Language Arts",58,3061,794,1015,1252,0.259,0.332,0.409,"98506",76835
"2017","District","Thurston",34111,"Olympia School District","AllStudents","All Students","Math",57,3067,784,1062,1221,0.256,0.346,0.398,"98506",76835
"2016","District","Thurston",34111,"Olympia School District","AllStudents","All Students","English Language Arts",57,2975,761,996,1218,0.256,0.335,0.409,"98506",76835
"2016","District","Thurston",34111,"Olympia School District","AllStudents","All Students","Math",60,2977,691,990,1296,0.232,0.333,0.435,"98506",76835
"2015","District","Thurston",34111,"Olympia School District","AllStudents","All Students","English Language Arts",59,2425,577,826,1022,0.238,0.341,0.421,"98506",76835
"2015","District","Thurston",34111,"Olympia School District","AllStudents","All Students","Math",59,2426,617,777,1032,0.254,0.32,0.425,"98506",76835
"2019","District","Okanogan",24019,"Omak School District","AllStudents","All Students","English Language Arts",40,2110,887,646,577,0.42,0.306,0.273,"98841",48829
"2019","District","Okanogan",24019,"Omak School District","AllStudents","All Students","Math",38,2085,926,652,507,0.444,0.313,0.243,"98841",48829
"2018","District","Okanogan",24019,"Omak School District","AllStudents","All Students","English Language Arts",39,1860,815,599,446,0.438,0.322,0.24,"98841",48829
"2018","District","Okanogan",24019,"Omak School District","AllStudents","All Students","Math",35,1843,862,569,412,0.468,0.309,0.224,"98841",48829
"2017","District","Okanogan",24019,"Omak School District","AllStudents","All Students","English Language Arts",37,1788,809,558,421,0.452,0.312,0.235,"98841",48829
"2017","District","Okanogan",24019,"Omak School District","AllStudents","All Students","Math",37,1773,804,588,381,0.453,0.332,0.215,"98841",48829
"2016","District","Okanogan",24019,"Omak School District","AllStudents","All Students","English Language Arts",39,1786,781,540,465,0.437,0.302,0.26,"98841",48829
"2016","District","Okanogan",24019,"Omak School District","AllStudents","All Students","Math",34,1765,851,539,375,0.482,0.305,0.212,"98841",48829
"2015","District","Okanogan",24019,"Omak School District","AllStudents","All Students","English Language Arts",44,1062,444,294,324,0.418,0.277,0.305,"98841",48829
"2015","District","Okanogan",24019,"Omak School District","AllStudents","All Students","Math",45,1052,405,341,306,0.385,0.324,0.291,"98841",48829
"2019","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","English Language Arts",51,300,86,118,96,0.287,0.393,0.32,"98570",65161
"2019","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","Math",41,301,122,99,80,0.405,0.329,0.266,"98570",65161
"2018","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","English Language Arts",51.5,310,96,106,108,0.31,0.342,0.348,"98570",65161
"2018","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","Math",51,307,101,99,107,0.329,0.322,0.349,"98570",65161
"2017","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","English Language Arts",41,278,124,71,83,0.446,0.255,0.299,"98570",65161
"2017","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","Math",40,278,124,89,65,0.446,0.32,0.234,"98570",65161
"2016","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","English Language Arts",54.5,252,73,96,83,0.29,0.381,0.329,"98570",65161
"2016","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","Math",46,252,84,89,79,0.333,0.353,0.313,"98570",65161
"2015","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","English Language Arts",51,229,67,77,85,0.293,0.336,0.371,"98570",65161
"2015","District","Lewis",21300,"Onalaska School District","AllStudents","All Students","Math",56,228,60,85,83,0.263,0.373,0.364,"98570",65161
"2019","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","English Language Arts",63,15,3,5,7,0.2,0.333,0.467,"99114",51875
"2019","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","Math",52,15,2,9,4,0.133,0.6,0.267,"99114",51875
"2018","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","English Language Arts",50,12,3,5,4,0.25,0.417,0.333,"99114",51875
"2018","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","Math",62,12,1,6,5,0.083,0.5,0.417,"99114",51875
"2017","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","English Language Arts",72.5,16,2,4,10,0.125,0.25,0.625,"99114",51875
"2017","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","Math",73.5,16,2,4,10,0.125,0.25,0.625,"99114",51875
"2016","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","English Language Arts",64.5,16,4,4,8,0.25,0.25,0.5,"99114",51875
"2016","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","Math",59,17,5,4,8,0.294,0.235,0.471,"99114",51875
"2015","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","English Language Arts",55.5,16,4,5,7,0.25,0.313,0.438,"99114",51875
"2015","District","Stevens",33030,"Onion Creek School District","AllStudents","All Students","Math",52,16,3,7,6,0.188,0.438,0.375,"99114",51875
"2019","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","English Language Arts",49,253,82,85,86,0.324,0.336,0.34,"98245",55160
"2019","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","Math",54,250,73,95,82,0.292,0.38,0.328,"98245",55160
"2018","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","English Language Arts",46.5,204,73,67,64,0.358,0.328,0.314,"98245",55160
"2018","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","Math",43.5,200,77,69,54,0.385,0.345,0.27,"98245",55160
"2017","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","English Language Arts",51,200,67,74,59,0.335,0.37,0.295,"98245",55160
"2017","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","Math",46.5,206,79,61,66,0.383,0.296,0.32,"98245",55160
"2016","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","English Language Arts",52.5,182,54,68,60,0.297,0.374,0.33,"98245",55160
"2016","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","Math",39,181,74,60,47,0.409,0.331,0.26,"98245",55160
"2015","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","English Language Arts",64,71,11,27,33,0.155,0.38,0.465,"98245",55160
"2015","District","San Juan",28137,"Orcas Island School District","AllStudents","All Students","Math",71,73,13,20,40,0.178,0.274,0.548,"98245",55160
"2019","District","Spokane",32123,"Orchard Prairie School District","AllStudents","All Students","English Language Arts",71.5,32,5,7,20,0.156,0.219,0.625,"99203",78655
"2019","District","Spokane",32123,"Orchard Prairie School District","AllStudents","All Students","Math",34,33,16,7,10,0.485,0.212,0.303,"99203",78655
"2019","District","Ferry",10065,"Orient School District","AllStudents","All Students","English Language Arts",66,22,5,7,10,0.227,0.318,0.455,"99160",22639
"2019","District","Ferry",10065,"Orient School District","AllStudents","All Students","Math",66,23,6,7,10,0.261,0.304,0.435,"99160",22639
"2015","District","Ferry",10065,"Orient School District","AllStudents","All Students","English Language Arts",46,13,4,6,3,0.308,0.462,0.231,"99160",22639
"2019","District","Douglas",9013,"Orondo School District","AllStudents","All Students","English Language Arts",57,94,24,33,37,0.255,0.351,0.394,"98843",56168
"2019","District","Douglas",9013,"Orondo School District","AllStudents","All Students","Math",56,96,21,42,33,0.219,0.438,0.344,"98843",56168
"2018","District","Douglas",9013,"Orondo School District","AllStudents","All Students","English Language Arts",53,95,23,43,29,0.242,0.453,0.305,"98843",56168
"2018","District","Douglas",9013,"Orondo School District","AllStudents","All Students","Math",59,94,19,35,40,0.202,0.372,0.426,"98843",56168
"2017","District","Douglas",9013,"Orondo School District","AllStudents","All Students","English Language Arts",60,93,22,32,39,0.237,0.344,0.419,"98843",56168
"2017","District","Douglas",9013,"Orondo School District","AllStudents","All Students","Math",61,93,21,33,39,0.226,0.355,0.419,"98843",56168
"2016","District","Douglas",9013,"Orondo School District","AllStudents","All Students","English Language Arts",51,73,22,29,22,0.301,0.397,0.301,"98843",56168
"2016","District","Douglas",9013,"Orondo School District","AllStudents","All Students","Math",57,73,17,29,27,0.233,0.397,0.37,"98843",56168
"2015","District","Douglas",9013,"Orondo School District","AllStudents","All Students","English Language Arts",45,78,30,26,22,0.385,0.333,0.282,"98843",56168
"2015","District","Douglas",9013,"Orondo School District","AllStudents","All Students","Math",62,79,16,29,34,0.203,0.367,0.43,"98843",56168
"2019","District","Okanogan",24410,"Oroville School District","AllStudents","All Students","English Language Arts",46,206,70,74,62,0.34,0.359,0.301,"98844",43306
